Category,Name,Symbol,Definition,Units/Dimension,Bucket,Typical Value / Formula,Estimation / Source,Notes
Technical Indicators,EMA period 2,α_2,EMA smoothing factor,dimensionless,E,0.666667,Definition α = 2/(2+1),Default; tunable
Technical Indicators,RSI period 89,RSI_89,Relative Strength Index lookback period,periods,E,89,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 90,RSI_90,Relative Strength Index lookback period,periods,E,90,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 91,RSI_91,Relative Strength Index lookback period,periods,E,91,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 92,RSI_92,Relative Strength Index lookback period,periods,E,92,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 93,RSI_93,Relative Strength Index lookback period,periods,E,93,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 94,RSI_94,Relative Strength Index lookback period,periods,E,94,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 95,RSI_95,Relative Strength Index lookback period,periods,E,95,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 96,RSI_96,Relative Strength Index lookback period,periods,E,96,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 97,RSI_97,Relative Strength Index lookback period,periods,E,97,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 98,RSI_98,Relative Strength Index lookback period,periods,E,98,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 99,RSI_99,Relative Strength Index lookback period,periods,E,99,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 100,RSI_100,Relative Strength Index lookback period,periods,E,100,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 101,RSI_101,Relative Strength Index lookback period,periods,E,101,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 102,RSI_102,Relative Strength Index lookback period,periods,E,102,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 103,RSI_103,Relative Strength Index lookback period,periods,E,103,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 104,RSI_104,Relative Strength Index lookback period,periods,E,104,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 105,RSI_105,Relative Strength Index lookback period,periods,E,105,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 106,RSI_106,Relative Strength Index lookback period,periods,E,106,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 107,RSI_107,Relative Strength Index lookback period,periods,E,107,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 108,RSI_108,Relative Strength Index lookback period,periods,E,108,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 109,RSI_109,Relative Strength Index lookback period,periods,E,109,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 110,RSI_110,Relative Strength Index lookback period,periods,E,110,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 111,RSI_111,Relative Strength Index lookback period,periods,E,111,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 112,RSI_112,Relative Strength Index lookback period,periods,E,112,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 113,RSI_113,Relative Strength Index lookback period,periods,E,113,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 114,RSI_114,Relative Strength Index lookback period,periods,E,114,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 115,RSI_115,Relative Strength Index lookback period,periods,E,115,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 116,RSI_116,Relative Strength Index lookback period,periods,E,116,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 117,RSI_117,Relative Strength Index lookback period,periods,E,117,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 118,RSI_118,Relative Strength Index lookback period,periods,E,118,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 119,RSI_119,Relative Strength Index lookback period,periods,E,119,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 120,RSI_120,Relative Strength Index lookback period,periods,E,120,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 121,RSI_121,Relative Strength Index lookback period,periods,E,121,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 122,RSI_122,Relative Strength Index lookback period,periods,E,122,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 123,RSI_123,Relative Strength Index lookback period,periods,E,123,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 124,RSI_124,Relative Strength Index lookback period,periods,E,124,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 125,RSI_125,Relative Strength Index lookback period,periods,E,125,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 126,RSI_126,Relative Strength Index lookback period,periods,E,126,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 127,RSI_127,Relative Strength Index lookback period,periods,E,127,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 128,RSI_128,Relative Strength Index lookback period,periods,E,128,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 129,RSI_129,Relative Strength Index lookback period,periods,E,129,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 130,RSI_130,Relative Strength Index lookback period,periods,E,130,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 131,RSI_131,Relative Strength Index lookback period,periods,E,131,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 132,RSI_132,Relative Strength Index lookback period,periods,E,132,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 133,RSI_133,Relative Strength Index lookback period,periods,E,133,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 134,RSI_134,Relative Strength Index lookback period,periods,E,134,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 135,RSI_135,Relative Strength Index lookback period,periods,E,135,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 136,RSI_136,Relative Strength Index lookback period,periods,E,136,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 137,RSI_137,Relative Strength Index lookback period,periods,E,137,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 138,RSI_138,Relative Strength Index lookback period,periods,E,138,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 139,RSI_139,Relative Strength Index lookback period,periods,E,139,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 140,RSI_140,Relative Strength Index lookback period,periods,E,140,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 141,RSI_141,Relative Strength Index lookback period,periods,E,141,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 142,RSI_142,Relative Strength Index lookback period,periods,E,142,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 143,RSI_143,Relative Strength Index lookback period,periods,E,143,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 144,RSI_144,Relative Strength Index lookback period,periods,E,144,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 145,RSI_145,Relative Strength Index lookback period,periods,E,145,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 146,RSI_146,Relative Strength Index lookback period,periods,E,146,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 147,RSI_147,Relative Strength Index lookback period,periods,E,147,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 148,RSI_148,Relative Strength Index lookback period,periods,E,148,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 149,RSI_149,Relative Strength Index lookback period,periods,E,149,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 150,RSI_150,Relative Strength Index lookback period,periods,E,150,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 151,RSI_151,Relative Strength Index lookback period,periods,E,151,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 152,RSI_152,Relative Strength Index lookback period,periods,E,152,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 153,RSI_153,Relative Strength Index lookback period,periods,E,153,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 154,RSI_154,Relative Strength Index lookback period,periods,E,154,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 155,RSI_155,Relative Strength Index lookback period,periods,E,155,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 156,RSI_156,Relative Strength Index lookback period,periods,E,156,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 157,RSI_157,Relative Strength Index lookback period,periods,E,157,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 158,RSI_158,Relative Strength Index lookback period,periods,E,158,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 159,RSI_159,Relative Strength Index lookback period,periods,E,159,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 160,RSI_160,Relative Strength Index lookback period,periods,E,160,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 161,RSI_161,Relative Strength Index lookback period,periods,E,161,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 162,RSI_162,Relative Strength Index lookback period,periods,E,162,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 163,RSI_163,Relative Strength Index lookback period,periods,E,163,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 164,RSI_164,Relative Strength Index lookback period,periods,E,164,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 165,RSI_165,Relative Strength Index lookback period,periods,E,165,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 166,RSI_166,Relative Strength Index lookback period,periods,E,166,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 167,RSI_167,Relative Strength Index lookback period,periods,E,167,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 168,RSI_168,Relative Strength Index lookback period,periods,E,168,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 169,RSI_169,Relative Strength Index lookback period,periods,E,169,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 170,RSI_170,Relative Strength Index lookback period,periods,E,170,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 171,RSI_171,Relative Strength Index lookback period,periods,E,171,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 172,RSI_172,Relative Strength Index lookback period,periods,E,172,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 173,RSI_173,Relative Strength Index lookback period,periods,E,173,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 174,RSI_174,Relative Strength Index lookback period,periods,E,174,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 175,RSI_175,Relative Strength Index lookback period,periods,E,175,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 176,RSI_176,Relative Strength Index lookback period,periods,E,176,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 177,RSI_177,Relative Strength Index lookback period,periods,E,177,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 178,RSI_178,Relative Strength Index lookback period,periods,E,178,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 179,RSI_179,Relative Strength Index lookback period,periods,E,179,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 180,RSI_180,Relative Strength Index lookback period,periods,E,180,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 181,RSI_181,Relative Strength Index lookback period,periods,E,181,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 182,RSI_182,Relative Strength Index lookback period,periods,E,182,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 183,RSI_183,Relative Strength Index lookback period,periods,E,183,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 184,RSI_184,Relative Strength Index lookback period,periods,E,184,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 185,RSI_185,Relative Strength Index lookback period,periods,E,185,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 186,RSI_186,Relative Strength Index lookback period,periods,E,186,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 187,RSI_187,Relative Strength Index lookback period,periods,E,187,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 188,RSI_188,Relative Strength Index lookback period,periods,E,188,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 189,RSI_189,Relative Strength Index lookback period,periods,E,189,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 190,RSI_190,Relative Strength Index lookback period,periods,E,190,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 191,RSI_191,Relative Strength Index lookback period,periods,E,191,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 192,RSI_192,Relative Strength Index lookback period,periods,E,192,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 193,RSI_193,Relative Strength Index lookback period,periods,E,193,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 194,RSI_194,Relative Strength Index lookback period,periods,E,194,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 195,RSI_195,Relative Strength Index lookback period,periods,E,195,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 196,RSI_196,Relative Strength Index lookback period,periods,E,196,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 197,RSI_197,Relative Strength Index lookback period,periods,E,197,Default (Wilder),Momentum oscillator
Technical Indicators,RSI period 198,RSI_198,Relative Strength Index lookback period,periods,E,198,Default (Wilder),Momentum oscillator
